base_pid,gender,age_band,race,target_cell_proportion,clean_pool_cell_n,poststratification_weight
pid_1571,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1572,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1573,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1574,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1575,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1576,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1577,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_1578,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1579,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1581,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1582,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1583,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1584,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1585,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1586,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1587,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1588,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1589,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1590,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1592,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1593,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1594,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1596,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1597,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1598,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1599,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1600,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1602,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1603,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1604,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_1605,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1606,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1607,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1608,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1609,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1611,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1612,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1614,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1615,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1616,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1617,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1618,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1619,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1620,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1621,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1622,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1623,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1624,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1625,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1626,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1627,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1628,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1630,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1631,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1632,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1633,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1636,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1637,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1638,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1639,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1640,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1641,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1642,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1643,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1644,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1645,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1646,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1647,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1648,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1649,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1650,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1651,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1652,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1653,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1654,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1655,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1656,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1657,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1659,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1660,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1661,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1662,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1663,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1664,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1665,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1666,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1667,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1668,Male,45-59,Other,0.0028330084990255,4,1.36055233165699
pid_1669,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1670,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1672,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1673,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1674,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1675,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1676,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1677,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1678,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1679,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1680,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1681,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1682,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1683,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1684,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1685,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1686,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1687,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1688,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1689,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1690,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1691,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1692,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1693,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1694,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1695,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1696,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1697,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_1698,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1699,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1700,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1701,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1702,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1703,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1704,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1705,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1706,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1707,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1708,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1709,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1710,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1711,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1712,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1713,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_1714,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1715,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1716,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1717,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1718,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1719,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1720,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1721,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1722,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1723,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1724,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1725,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1726,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1727,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1728,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1729,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1730,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1731,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1732,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1733,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1734,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1735,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1736,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1737,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1740,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1741,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1742,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1743,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1744,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1745,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1746,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1747,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1748,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1749,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1750,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1751,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1752,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1753,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1754,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1755,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1756,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1757,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1758,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1759,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1760,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_1761,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1762,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1763,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1764,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1765,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1766,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1767,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1768,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1769,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1770,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1771,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1772,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1773,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1774,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1775,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1776,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1777,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1778,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1779,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1780,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1781,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1782,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1783,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1784,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1785,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1786,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1788,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1789,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1790,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1791,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1792,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1793,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1794,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1795,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1797,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1798,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1800,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1801,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1802,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1803,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1804,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1805,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1806,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1807,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1808,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1809,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1810,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1811,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1812,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1813,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1814,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1815,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1816,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1817,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1818,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1819,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1820,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1821,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1822,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1823,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1824,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1825,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1826,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1827,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1828,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1829,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1830,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1831,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1832,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1833,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1834,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1835,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1836,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1837,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1838,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1839,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1840,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1841,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1842,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1843,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1844,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1845,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1846,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1847,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1848,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_1849,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1850,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1851,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1852,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1853,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1854,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1855,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1856,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1857,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1858,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1859,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1860,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1861,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1862,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1863,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1864,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1865,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1866,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1867,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1868,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1869,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1870,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1871,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1872,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1873,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1875,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1876,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1877,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1878,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1879,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1880,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1882,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1883,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1884,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1885,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1886,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1887,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1888,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1889,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1890,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1892,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1893,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1895,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1896,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1897,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1898,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1899,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1900,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1901,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1902,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_1903,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1904,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1905,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1906,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1907,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1908,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1909,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_1910,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1911,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1912,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1913,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1914,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1915,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1916,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1917,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1918,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1919,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1920,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1921,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1924,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1925,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1926,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1927,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1928,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_1929,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1930,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1931,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1932,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1933,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1934,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1935,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1936,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1937,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1938,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1939,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1940,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1941,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1942,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1943,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1944,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1945,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1946,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1948,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1949,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1950,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1952,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
