condition,base_pid,gender,age_band,race,selected_n,in_panel500
apple aardvark,pid_1815,Female,60+,Black / African-American,500,yes
apple aardvark,pid_1819,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1820,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1822,Female,60+,White / Caucasian,500,yes
apple aardvark,pid_1824,Male,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1829,Female,18-29,White / Caucasian,500,yes
apple aardvark,pid_1833,Female,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1837,Male,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1840,Female,30-44,Latino / Hispanic,500,yes
apple aardvark,pid_1843,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1846,Female,60+,White / Caucasian,500,yes
apple aardvark,pid_1847,Male,45-59,Asian / Asian-American,500,yes
apple aardvark,pid_1853,Male,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1857,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1866,Female,45-59,White / Caucasian,500,yes
apple aardvark,pid_1870,Female,45-59,White / Caucasian,500,yes
apple aardvark,pid_1872,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1877,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1878,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1884,Male,60+,White / Caucasian,500,yes
apple aardvark,pid_1886,Male,18-29,White / Caucasian,500,yes
apple aardvark,pid_1889,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1890,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1893,Female,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1901,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1904,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1908,Female,45-59,White / Caucasian,500,yes
apple aardvark,pid_1909,Female,60+,Latino / Hispanic,500,yes
apple aardvark,pid_1912,Male,30-44,Asian / Asian-American,500,yes
apple aardvark,pid_1913,Female,30-44,Other,500,yes
apple aardvark,pid_1917,Female,18-29,White / Caucasian,500,yes
apple aardvark,pid_1919,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1929,Female,60+,White / Caucasian,500,yes
apple aardvark,pid_1931,Male,60+,White / Caucasian,500,yes
apple aardvark,pid_1933,Female,18-29,White / Caucasian,500,yes
apple aardvark,pid_1937,Female,18-29,Other,500,yes
apple aardvark,pid_1945,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1952,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1953,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1961,Female,60+,Other,500,yes
apple aardvark,pid_1963,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1966,Female,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1972,Male,18-29,Black / African-American,500,yes
apple aardvark,pid_1973,Female,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_1978,Male,30-44,White / Caucasian,500,yes
apple aardvark,pid_1981,Female,18-29,White / Caucasian,500,yes
apple aardvark,pid_1982,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_1985,Male,18-29,Black / African-American,500,yes
apple aardvark,pid_1988,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1989,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1997,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_1998,Female,60+,White / Caucasian,500,yes
apple aardvark,pid_1999,Female,30-44,White / Caucasian,500,yes
apple aardvark,pid_2000,Male,60+,White / Caucasian,500,yes
apple aardvark,pid_2003,Male,18-29,White / Caucasian,500,yes
apple aardvark,pid_2005,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_2006,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_2008,Female,45-59,Asian / Asian-American,500,yes
apple aardvark,pid_2010,Female,45-59,White / Caucasian,500,yes
apple aardvark,pid_2021,Female,45-59,White / Caucasian,500,yes
apple aardvark,pid_2022,Female,60+,Black / African-American,500,yes
apple aardvark,pid_2025,Male,60+,White / Caucasian,500,yes
apple aardvark,pid_2026,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_2030,Female,60+,White / Caucasian,500,yes
apple aardvark,pid_2034,Male,45-59,White / Caucasian,500,yes
apple aardvark,pid_2041,Male,60+,White / Caucasian,500,yes
apple aardvark,pid_2046,Male,18-29,Latino / Hispanic,500,yes
apple aardvark,pid_2049,Female,18-29,Black / African-American,500,yes
apple aardvark,pid_2052,Male,18-29,White / Caucasian,500,yes
apple aardvark,pid_2054,Female,30-44,Black / African-American,500,yes
complicated cockroach,pid_14,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_15,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_23,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_29,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_32,Male,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_35,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_43,Male,18-29,Black / African-American,500,yes
complicated cockroach,pid_57,Male,45-59,Black / African-American,500,yes
complicated cockroach,pid_59,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_62,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_65,Female,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_71,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_72,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_75,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_76,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_81,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_83,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_84,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_91,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_95,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_99,Male,30-44,Other,500,yes
complicated cockroach,pid_102,Male,45-59,Black / African-American,500,yes
complicated cockroach,pid_104,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_107,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_115,Female,60+,Asian / Asian-American,500,yes
complicated cockroach,pid_118,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_122,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_123,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_129,Female,30-44,Asian / Asian-American,500,yes
complicated cockroach,pid_133,Female,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_160,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_163,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_165,Male,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_167,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_173,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_174,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_180,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_182,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_186,Female,18-29,Black / African-American,500,yes
complicated cockroach,pid_189,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_198,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_204,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_207,Female,45-59,Black / African-American,500,yes
complicated cockroach,pid_217,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_223,Male,60+,Black / African-American,500,yes
complicated cockroach,pid_245,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_248,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_253,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_258,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_262,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_263,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_265,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_268,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_273,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_276,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_278,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_282,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_283,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_285,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_289,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_290,Male,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_294,Male,60+,Black / African-American,500,yes
complicated cockroach,pid_296,Female,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_303,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_305,Male,18-29,Latino / Hispanic,500,yes
complicated cockroach,pid_315,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_318,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_329,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_333,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_336,Female,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_337,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_339,Male,45-59,Black / African-American,500,yes
complicated cockroach,pid_345,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_348,Female,45-59,Black / African-American,500,yes
complicated cockroach,pid_350,Male,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_353,Male,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_363,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_366,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_368,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_369,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_371,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_373,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_376,Male,60+,Black / African-American,500,yes
complicated cockroach,pid_378,Female,30-44,Asian / Asian-American,500,yes
complicated cockroach,pid_379,Male,60+,Other,500,yes
complicated cockroach,pid_384,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_391,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_393,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_398,Female,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_402,Female,60+,Asian / Asian-American,500,yes
complicated cockroach,pid_403,Male,30-44,Black / African-American,500,yes
complicated cockroach,pid_406,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_407,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_411,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_412,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_425,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_443,Male,30-44,Black / African-American,500,yes
complicated cockroach,pid_445,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_447,Male,60+,Asian / Asian-American,500,yes
complicated cockroach,pid_450,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_451,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_453,Male,18-29,Black / African-American,500,yes
complicated cockroach,pid_455,Female,45-59,Asian / Asian-American,500,yes
complicated cockroach,pid_456,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_459,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_460,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_461,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_462,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_463,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_464,Female,18-29,Latino / Hispanic,500,yes
complicated cockroach,pid_467,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_469,Female,45-59,Black / African-American,500,yes
complicated cockroach,pid_470,Male,18-29,Latino / Hispanic,500,yes
complicated cockroach,pid_474,Female,45-59,Black / African-American,500,yes
complicated cockroach,pid_475,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_478,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_487,Female,18-29,Black / African-American,500,yes
complicated cockroach,pid_491,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_492,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_502,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_507,Male,60+,Black / African-American,500,yes
complicated cockroach,pid_509,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_511,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_512,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_513,Male,60+,Asian / Asian-American,500,yes
complicated cockroach,pid_517,Female,18-29,Latino / Hispanic,500,yes
complicated cockroach,pid_520,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_521,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_525,Male,30-44,Asian / Asian-American,500,yes
complicated cockroach,pid_528,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_541,Male,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_542,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_559,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_563,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_566,Female,18-29,Black / African-American,500,yes
complicated cockroach,pid_569,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_577,Female,18-29,Black / African-American,500,yes
complicated cockroach,pid_578,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_582,Male,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_585,Male,60+,Asian / Asian-American,500,yes
complicated cockroach,pid_586,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_607,Male,30-44,Black / African-American,500,yes
complicated cockroach,pid_609,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_610,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_628,Male,18-29,Black / African-American,500,yes
complicated cockroach,pid_629,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_636,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_653,Male,18-29,Latino / Hispanic,500,yes
complicated cockroach,pid_654,Male,45-59,Black / African-American,500,yes
complicated cockroach,pid_667,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_676,Female,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_679,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_684,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_687,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_691,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_695,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_708,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_714,Female,45-59,Asian / Asian-American,500,yes
complicated cockroach,pid_715,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_716,Male,18-29,Black / African-American,500,yes
complicated cockroach,pid_717,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_718,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_721,Male,45-59,Asian / Asian-American,500,yes
complicated cockroach,pid_732,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_736,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_738,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_744,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_753,Male,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_757,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_758,Female,60+,Black / African-American,500,yes
complicated cockroach,pid_761,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_764,Male,18-29,White / Caucasian,500,yes
complicated cockroach,pid_767,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_773,Female,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_774,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_788,Male,45-59,White / Caucasian,500,yes
complicated cockroach,pid_792,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_797,Female,30-44,Latino / Hispanic,500,yes
complicated cockroach,pid_800,Female,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_804,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_805,Female,30-44,White / Caucasian,500,yes
complicated cockroach,pid_808,Male,30-44,Asian / Asian-American,500,yes
complicated cockroach,pid_814,Male,30-44,White / Caucasian,500,yes
complicated cockroach,pid_822,Male,45-59,Latino / Hispanic,500,yes
complicated cockroach,pid_824,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_839,Male,45-59,Black / African-American,500,yes
complicated cockroach,pid_845,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_846,Female,18-29,White / Caucasian,500,yes
complicated cockroach,pid_847,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_857,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_860,Female,60+,White / Caucasian,500,yes
complicated cockroach,pid_861,Male,60+,White / Caucasian,500,yes
complicated cockroach,pid_863,Male,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_869,Female,45-59,White / Caucasian,500,yes
complicated cockroach,pid_871,Female,60+,Latino / Hispanic,500,yes
complicated cockroach,pid_872,Male,45-59,Black / African-American,500,yes
