persona_id,age_band,gender,QID1721185783_3_TEXT,year_birth,race,QID1721185785_5_TEXT,education,QID1721185787_1,QID1721185787_2,QID1721185787_3,income,household,social_class,rural,zip_code,attention1,party,QID1721185795_4_TEXT,religion,QID1721185824_22_TEXT,epist_auton_1,epist_auton_2,epist_auton_3,epist_auton_4,epist_auton_5,epist_auton_6,attention2,partisan_importance,religion_bornagain,religiosity
pid_114,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,4,6,7 Strongly agree,1 Strongly disagree,attention,70,,
pid_115,60+,Female,,1965,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Hindu,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,75,,65
pid_116,60+,Female,,1965,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other Christian,6,6,4,6,6,2,attention,65,,50
pid_117,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,4,5,5,2,attention,65,,
pid_118,60+,Male,,1948,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,2,6,6,2,attention,,Yes,75
pid_119,60+,Female,,1962,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,75,No,65
pid_120,60+,Male,,1952,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Non-denominational Christian,6,6,3,6,6,2,attention,,,55
pid_121,60+,Male,,1948,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Other,6,6,3,6,6,2,attention,,,55
pid_122,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,2,6,6,1 Strongly disagree,attention,55,No,45
pid_123,60+,Male,,1945,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,75,No,30
pid_124,30-44,Male,,1985,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,65,,
pid_125,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,85,Yes,75
pid_126,60+,Female,,1965,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_127,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Other (please specify),Something else,Protestant,,6,6,4,6,6,1 Strongly disagree,attention,,No,35
pid_128,60+,Female,,1945,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,75,No,55
pid_129,30-44,Female,,1985,Asian / Asian-American,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,75,,
pid_130,60+,Male,,1965,Other,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_132,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_133,60+,Female,,1965,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_134,60+,Female,,1966,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,02139,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,70,,
pid_135,60+,Male,,1965,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,85,,
pid_136,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,60,No,20
pid_137,45-59,Male,,1968,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_138,30-44,Female,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_139,45-59,Male,,1980,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_140,60+,Male,,1965,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,75,No,75
pid_141,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,45
pid_142,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,Yes,70
pid_143,60+,Male,,1948,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Christian,6,6,3,6,6,1 Strongly disagree,attention,85,,85
pid_144,60+,Female,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,75,No,55
pid_145,18-29,Female,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",4,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,65,No,75
pid_146,18-29,Female,,1998,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,35
pid_147,18-29,Male,,1998,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,80,No,80
pid_148,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,70,Yes,70
pid_149,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_150,30-44,Female,,1986,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,3,5,6,2,attention,85,,
pid_151,18-29,Male,,2001,Latino / Hispanic,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,65,No,45
pid_152,60+,Female,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",2,Working class,A rural area,99999,Somewhat disagree,Independent,,Other religion (please specify),Christian,6,6,4,6,6,5,attention,,,85
pid_153,60+,Male,,1964,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,2,attention,65,No,40
pid_154,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,65,No,20
pid_155,18-29,Female,,2000,Black / African-American,,High school diploma / GED,No,Yes,Not applicable,"$168,000 or more",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,2,6,6,2,attention,65,Yes,45
pid_156,18-29,Male,,2000,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,85,,
pid_157,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,70,No,35
pid_158,60+,Male,,1948,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,65,No,55
pid_159,60+,Female,,1965,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,75,No,75
pid_160,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_161,60+,Male,,1958,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,65,No,30
pid_162,18-29,Female,,2000,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,1 Strongly disagree,attention,85,No,90
pid_163,45-59,Male,,1968,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,1 Strongly disagree,attention,,No,20
pid_164,45-59,Female,,1968,White / Caucasian,,Less than high school,Yes,Yes,Not applicable,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_165,45-59,Male,,1980,Latino / Hispanic,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,85,No,85
pid_166,60+,Male,,1958,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,5,6,6,2,attention,70,,
pid_167,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,Yes,75
pid_168,60+,Female,,1948,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,5,6,6,2,attention,85,No,65
pid_169,60+,Male,,1962,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,No,35
pid_170,45-59,Female,,1980,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,65,Yes,45
pid_171,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,No,15
pid_172,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,No,50
pid_173,30-44,Female,,1985,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,2,attention,70,,35
pid_174,60+,Female,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,7 Strongly agree,7 Strongly agree,4,6,7 Strongly agree,1 Strongly disagree,attention,60,No,20
pid_175,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,55
pid_176,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_177,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$100,000 to $167,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,5,6,2,attention,,,
pid_178,30-44,Male,,1985,Other,Other,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",4,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,2,6,6,2,attention,,No,45
pid_179,45-59,Female,,1968,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,75,,
pid_180,60+,Female,,1965,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,70,No,75
pid_181,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,Yes,75
pid_182,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",1,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,I am not religious,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_183,60+,Female,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,65,No,40
pid_184,60+,Female,,1955,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Other religion (please specify),Non-denominational Christian,6,6,2,6,6,5,attention,85,,90
pid_185,60+,Female,,1955,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",4,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,70,No,75
pid_186,18-29,Female,,2000,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,2,6,6,2,attention,85,No,40
pid_187,60+,Male,,1962,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,80,,
pid_188,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Unitarian Universalist,6,6,3,6,6,2,attention,,,30
pid_189,45-59,Female,,1968,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,68,,
pid_190,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,75,No,40
pid_191,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,2,6,6,1 Strongly disagree,attention,,No,60
pid_192,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,85,,
